time,voltaje_ent,voltaje_cap_5,R_5,C_5,voltaje_cap_8,R_8,C_8,voltaje_cap_10,R_10,C_10,voltaje_cap_12,R_12,C_12,voltaje_cap_15,R_15,C_15
5600,4.93,4.32,55300,1.00E-04,3.52,1750,4.70E-03,2.33,99300,1.00E-04,2.08,53100,2.20E-04,2.04,14920,1.00E-03
5800,4.93,4.74,55300,1.00E-04,3.59,1750,4.70E-03,2.42,99300,1.00E-04,2.12,53100,2.20E-04,2.13,14920,1.00E-03
6000,4.93,4.85,55300,1.00E-04,3.72,1750,4.70E-03,2.48,99300,1.00E-04,2.21,53100,2.20E-04,2.2,14920,1.00E-03
6200,4.93,4.88,55300,1.00E-04,3.97,1750,4.70E-03,2.57,99300,1.00E-04,2.31,53100,2.20E-04,2.26,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,3.98,1750,4.70E-03,2.64,99300,1.00E-04,2.37,53100,2.20E-04,2.32,14920,1.00E-03
6600,4.93,4.7,55300,1.00E-04,4.11,1750,4.70E-03,2.72,99300,1.00E-04,2.46,53100,2.20E-04,2.39,14920,1.00E-03
6800,4.93,4.83,55300,1.00E-04,4.23,1750,4.70E-03,2.78,99300,1.00E-04,2.54,53100,2.20E-04,2.44,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.35,1750,4.70E-03,2.85,99300,1.00E-04,2.58,53100,2.20E-04,2.52,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.45,1750,4.70E-03,2.92,99300,1.00E-04,2.7,53100,2.20E-04,2.55,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.6,1750,4.70E-03,3,99300,1.00E-04,2.71,53100,2.20E-04,2.62,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.72,1750,4.70E-03,3.06,99300,1.00E-04,2.78,53100,2.20E-04,2.68,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.88,1750,4.70E-03,3.15,99300,1.00E-04,2.85,53100,2.20E-04,2.75,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.2,99300,1.00E-04,2.9,53100,2.20E-04,2.79,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.28,99300,1.00E-04,2.96,53100,2.20E-04,2.85,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.33,99300,1.00E-04,3.02,53100,2.20E-04,2.94,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.4,99300,1.00E-04,3.07,53100,2.20E-04,2.95,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.46,99300,1.00E-04,3.14,53100,2.20E-04,2.96,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.54,99300,1.00E-04,3.21,53100,2.20E-04,3.04,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.6,99300,1.00E-04,3.25,53100,2.20E-04,3.09,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.68,99300,1.00E-04,3.32,53100,2.20E-04,3.14,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.76,99300,1.00E-04,3.38,53100,2.20E-04,3.2,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.86,99300,1.00E-04,3.42,53100,2.20E-04,3.25,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.93,99300,1.00E-04,3.48,53100,2.20E-04,3.31,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.99,99300,1.00E-04,3.54,53100,2.20E-04,3.45,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.09,99300,1.00E-04,3.61,53100,2.20E-04,3.5,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.18,99300,1.00E-04,3.67,53100,2.20E-04,3.57,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.25,99300,1.00E-04,3.74,53100,2.20E-04,3.65,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.33,99300,1.00E-04,3.81,53100,2.20E-04,3.7,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.41,99300,1.00E-04,3.87,53100,2.20E-04,3.73,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.51,99300,1.00E-04,3.92,53100,2.20E-04,3.86,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.61,99300,1.00E-04,4,53100,2.20E-04,3.98,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.69,99300,1.00E-04,4.05,53100,2.20E-04,4.03,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.74,99300,1.00E-04,4.13,53100,2.20E-04,4.14,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.88,99300,1.00E-04,4.3,53100,2.20E-04,4.21,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.95,99300,1.00E-04,4.26,53100,2.20E-04,4.25,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.34,53100,2.20E-04,4.39,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.38,53100,2.20E-04,4.41,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.44,53100,2.20E-04,4.5,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.57,53100,2.20E-04,4.61,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.65,53100,2.20E-04,4.68,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.73,53100,2.20E-04,4.75,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.78,53100,2.20E-04,4.8,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.87,53100,2.20E-04,4.92,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.96,53100,2.20E-04,4.98,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0.01,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.24,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0,55300,1.00E-04,0.42,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0,55300,1.00E-04,0.6,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.2,55300,1.00E-04,0.76,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.01,14920,1.00E-03
1000,4.93,0.41,55300,1.00E-04,0.94,1750,4.70E-03,0.04,99300,1.00E-04,0,53100,2.20E-04,0.1,14920,1.00E-03
1200,4.93,0.62,55300,1.00E-04,1.09,1750,4.70E-03,0.15,99300,1.00E-04,0.08,53100,2.20E-04,0.2,14920,1.00E-03
1400,4.93,0.79,55300,1.00E-04,1.25,1750,4.70E-03,0.27,99300,1.00E-04,0.2,53100,2.20E-04,0.31,14920,1.00E-03
1600,4.93,0.87,55300,1.00E-04,1.32,1750,4.70E-03,0.39,99300,1.00E-04,0.32,53100,2.20E-04,0.41,14920,1.00E-03
1800,4.93,1.07,55300,1.00E-04,1.55,1750,4.70E-03,0.52,99300,1.00E-04,0.41,53100,2.20E-04,0.48,14920,1.00E-03
2000,4.93,1.46,55300,1.00E-04,1.7,1750,4.70E-03,0.61,99300,1.00E-04,0.51,53100,2.20E-04,0.6,14920,1.00E-03
2200,4.93,1.58,55300,1.00E-04,1.84,1750,4.70E-03,0.72,99300,1.00E-04,0.59,53100,2.20E-04,0.68,14920,1.00E-03
2400,4.93,1.95,55300,1.00E-04,1.97,1750,4.70E-03,0.84,99300,1.00E-04,0.7,53100,2.20E-04,0.79,14920,1.00E-03
2600,4.93,2.01,55300,1.00E-04,2.09,1750,4.70E-03,0.95,99300,1.00E-04,0.79,53100,2.20E-04,0.87,14920,1.00E-03
2800,4.93,2.14,55300,1.00E-04,2.24,1750,4.70E-03,1.04,99300,1.00E-04,0.9,53100,2.20E-04,0.98,14920,1.00E-03
3000,4.93,2.43,55300,1.00E-04,2.38,1750,4.70E-03,1.16,99300,1.00E-04,1,53100,2.20E-04,1.04,14920,1.00E-03
3200,4.93,2.58,55300,1.00E-04,2.54,1750,4.70E-03,1.3,99300,1.00E-04,1.07,53100,2.20E-04,1.15,14920,1.00E-03
3400,4.93,2.59,55300,1.00E-04,2.71,1750,4.70E-03,1.35,99300,1.00E-04,1.16,53100,2.20E-04,1.25,14920,1.00E-03
3600,4.93,2.87,55300,1.00E-04,2.9,1750,4.70E-03,1.43,99300,1.00E-04,1.27,53100,2.20E-04,1.32,14920,1.00E-03
3800,4.93,2.89,55300,1.00E-04,2.96,1750,4.70E-03,1.54,99300,1.00E-04,1.34,53100,2.20E-04,1.42,14920,1.00E-03
4000,4.93,3.14,55300,1.00E-04,3.1,1750,4.70E-03,1.62,99300,1.00E-04,1.43,53100,2.20E-04,1.51,14920,1.00E-03
4200,4.93,3.22,55300,1.00E-04,3.28,1750,4.70E-03,1.71,99300,1.00E-04,1.52,53100,2.20E-04,1.58,14920,1.00E-03
4400,4.93,3.32,55300,1.00E-04,3.34,1750,4.70E-03,1.8,99300,1.00E-04,1.61,53100,2.20E-04,1.68,14920,1.00E-03
4600,4.93,3.6,55300,1.00E-04,3.4,1750,4.70E-03,1.91,99300,1.00E-04,1.69,53100,2.20E-04,1.76,14920,1.00E-03
4800,4.93,3.53,55300,1.00E-04,3.48,1750,4.70E-03,1.99,99300,1.00E-04,1.78,53100,2.20E-04,1.82,14920,1.00E-03
5000,4.93,3.72,55300,1.00E-04,3.63,1750,4.70E-03,2.09,99300,1.00E-04,1.86,53100,2.20E-04,1.89,14920,1.00E-03
5200,4.93,3.85,55300,1.00E-04,3.73,1750,4.70E-03,2.17,99300,1.00E-04,1.94,53100,2.20E-04,1.95,14920,1.00E-03
5400,4.93,4,55300,1.00E-04,3.73,1750,4.70E-03,2.25,99300,1.00E-04,2.01,53100,2.20E-04,2.06,14920,1.00E-03
5600,4.93,4.19,55300,1.00E-04,3.89,1750,4.70E-03,2.34,99300,1.00E-04,2.07,53100,2.20E-04,2.17,14920,1.00E-03
5800,4.93,4.35,55300,1.00E-04,3.97,1750,4.70E-03,2.42,99300,1.00E-04,2.15,53100,2.20E-04,2.27,14920,1.00E-03
6000,4.93,4.52,55300,1.00E-04,4.17,1750,4.70E-03,2.46,99300,1.00E-04,2.21,53100,2.20E-04,2.29,14920,1.00E-03
6200,4.93,4.75,55300,1.00E-04,4.37,1750,4.70E-03,2.57,99300,1.00E-04,2.29,53100,2.20E-04,2.39,14920,1.00E-03
6400,4.93,4.88,55300,1.00E-04,4.48,1750,4.70E-03,2.64,99300,1.00E-04,2.36,53100,2.20E-04,2.48,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.53,1750,4.70E-03,2.71,99300,1.00E-04,2.42,53100,2.20E-04,2.56,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.4,1750,4.70E-03,2.79,99300,1.00E-04,2.5,53100,2.20E-04,2.58,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.51,1750,4.70E-03,2.86,99300,1.00E-04,2.58,53100,2.20E-04,2.68,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.81,1750,4.70E-03,2.94,99300,1.00E-04,2.63,53100,2.20E-04,2.65,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.01,99300,1.00E-04,2.7,53100,2.20E-04,2.73,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.08,99300,1.00E-04,2.75,53100,2.20E-04,2.79,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.14,99300,1.00E-04,2.83,53100,2.20E-04,2.9,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.22,99300,1.00E-04,2.89,53100,2.20E-04,2.93,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.28,99300,1.00E-04,2.94,53100,2.20E-04,3,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.35,99300,1.00E-04,2.99,53100,2.20E-04,3.04,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.41,99300,1.00E-04,3.06,53100,2.20E-04,3.09,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.48,99300,1.00E-04,3.11,53100,2.20E-04,3.19,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.55,99300,1.00E-04,3.19,53100,2.20E-04,3.25,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.62,99300,1.00E-04,3.24,53100,2.20E-04,3.28,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.7,99300,1.00E-04,3.32,53100,2.20E-04,3.35,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.77,99300,1.00E-04,3.34,53100,2.20E-04,3.32,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.84,99300,1.00E-04,3.42,53100,2.20E-04,3.36,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.93,99300,1.00E-04,3.49,53100,2.20E-04,3.54,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4,99300,1.00E-04,3.53,53100,2.20E-04,3.56,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.1,99300,1.00E-04,3.61,53100,2.20E-04,3.6,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.18,99300,1.00E-04,3.66,53100,2.20E-04,3.68,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.25,99300,1.00E-04,3.73,53100,2.20E-04,3.79,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.33,99300,1.00E-04,3.79,53100,2.20E-04,3.83,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.43,99300,1.00E-04,3.84,53100,2.20E-04,3.84,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.52,99300,1.00E-04,3.93,53100,2.20E-04,3.94,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.58,99300,1.00E-04,4,53100,2.20E-04,4.01,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.66,99300,1.00E-04,4.04,53100,2.20E-04,4.08,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.78,99300,1.00E-04,4.12,53100,2.20E-04,4.12,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.86,99300,1.00E-04,4.2,53100,2.20E-04,4.18,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.92,99300,1.00E-04,4.28,53100,2.20E-04,4.3,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.34,53100,2.20E-04,4.35,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.44,53100,2.20E-04,4.39,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.51,53100,2.20E-04,4.51,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.57,53100,2.20E-04,4.5,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.67,53100,2.20E-04,4.62,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.74,53100,2.20E-04,4.67,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.84,53100,2.20E-04,4.64,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.9,53100,2.20E-04,4.75,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.95,53100,2.20E-04,5,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.89,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.99,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0.13,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.37,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0,55300,1.00E-04,0.56,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.1,55300,1.00E-04,0.78,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.3,55300,1.00E-04,0.94,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
1000,4.93,0.48,55300,1.00E-04,1.12,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.06,14920,1.00E-03
1200,4.93,0.8,55300,1.00E-04,1.21,1750,4.70E-03,0.09,99300,1.00E-04,0.05,53100,2.20E-04,0.17,14920,1.00E-03
1400,4.93,0.94,55300,1.00E-04,1.36,1750,4.70E-03,0.23,99300,1.00E-04,0.16,53100,2.20E-04,0.26,14920,1.00E-03
1600,4.93,1.19,55300,1.00E-04,1.52,1750,4.70E-03,0.33,99300,1.00E-04,0.25,53100,2.20E-04,0.36,14920,1.00E-03
1800,4.93,1.55,55300,1.00E-04,1.66,1750,4.70E-03,0.45,99300,1.00E-04,0.36,53100,2.20E-04,0.45,14920,1.00E-03
2000,4.93,1.61,55300,1.00E-04,1.74,1750,4.70E-03,0.57,99300,1.00E-04,0.46,53100,2.20E-04,0.55,14920,1.00E-03
2200,4.93,1.74,55300,1.00E-04,1.92,1750,4.70E-03,0.7,99300,1.00E-04,0.55,53100,2.20E-04,0.66,14920,1.00E-03
2400,4.93,2.1,55300,1.00E-04,2.07,1750,4.70E-03,0.81,99300,1.00E-04,0.67,53100,2.20E-04,0.85,14920,1.00E-03
2600,4.93,2.03,55300,1.00E-04,2.19,1750,4.70E-03,0.91,99300,1.00E-04,0.76,53100,2.20E-04,0.81,14920,1.00E-03
2800,4.93,2.17,55300,1.00E-04,2.35,1750,4.70E-03,1.03,99300,1.00E-04,0.86,53100,2.20E-04,0.91,14920,1.00E-03
3000,4.93,2.34,55300,1.00E-04,2.54,1750,4.70E-03,1.12,99300,1.00E-04,0.95,53100,2.20E-04,1,14920,1.00E-03
3200,4.93,2.46,55300,1.00E-04,2.55,1750,4.70E-03,1.23,99300,1.00E-04,1.04,53100,2.20E-04,1.08,14920,1.00E-03
3400,4.93,2.84,55300,1.00E-04,2.68,1750,4.70E-03,1.34,99300,1.00E-04,1.14,53100,2.20E-04,1.16,14920,1.00E-03
3600,4.93,3,55300,1.00E-04,2.83,1750,4.70E-03,1.43,99300,1.00E-04,1.21,53100,2.20E-04,1.26,14920,1.00E-03
3800,4.93,3.11,55300,1.00E-04,2.91,1750,4.70E-03,1.53,99300,1.00E-04,1.32,53100,2.20E-04,1.35,14920,1.00E-03
4000,4.93,3.16,55300,1.00E-04,3.03,1750,4.70E-03,1.62,99300,1.00E-04,1.41,53100,2.20E-04,1.42,14920,1.00E-03
4200,4.93,3.26,55300,1.00E-04,3.16,1750,4.70E-03,1.72,99300,1.00E-04,1.5,53100,2.20E-04,1.5,14920,1.00E-03
4400,4.93,3.35,55300,1.00E-04,3.21,1750,4.70E-03,1.81,99300,1.00E-04,1.6,53100,2.20E-04,1.6,14920,1.00E-03
4600,4.93,3.53,55300,1.00E-04,3.19,1750,4.70E-03,1.91,99300,1.00E-04,1.66,53100,2.20E-04,1.66,14920,1.00E-03
4800,4.93,3.68,55300,1.00E-04,3.27,1750,4.70E-03,1.99,99300,1.00E-04,1.73,53100,2.20E-04,1.74,14920,1.00E-03
5000,4.93,3.79,55300,1.00E-04,3.4,1750,4.70E-03,2.09,99300,1.00E-04,1.82,53100,2.20E-04,1.81,14920,1.00E-03
5200,4.93,3.98,55300,1.00E-04,3.5,1750,4.70E-03,2.18,99300,1.00E-04,1.9,53100,2.20E-04,1.86,14920,1.00E-03
5400,4.93,4.17,55300,1.00E-04,3.69,1750,4.70E-03,2.26,99300,1.00E-04,2,53100,2.20E-04,1.96,14920,1.00E-03
5600,4.93,4.28,55300,1.00E-04,3.8,1750,4.70E-03,2.33,99300,1.00E-04,2.06,53100,2.20E-04,1.99,14920,1.00E-03
5800,4.93,4.44,55300,1.00E-04,3.8,1750,4.70E-03,2.42,99300,1.00E-04,2.14,53100,2.20E-04,2.01,14920,1.00E-03
6000,4.93,4.61,55300,1.00E-04,3.89,1750,4.70E-03,2.48,99300,1.00E-04,2.21,53100,2.20E-04,2.05,14920,1.00E-03
6200,4.93,4.8,55300,1.00E-04,4,1750,4.70E-03,2.57,99300,1.00E-04,2.28,53100,2.20E-04,2.16,14920,1.00E-03
6400,4.93,4.98,55300,1.00E-04,4.14,1750,4.70E-03,2.64,99300,1.00E-04,2.32,53100,2.20E-04,2.64,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.22,1750,4.70E-03,2.72,99300,1.00E-04,2.41,53100,2.20E-04,2.69,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.4,1750,4.70E-03,2.8,99300,1.00E-04,2.48,53100,2.20E-04,2.75,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.46,1750,4.70E-03,2.87,99300,1.00E-04,2.54,53100,2.20E-04,2.79,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.52,1750,4.70E-03,2.94,99300,1.00E-04,2.6,53100,2.20E-04,2.85,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.67,1750,4.70E-03,3,99300,1.00E-04,2.67,53100,2.20E-04,2.92,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.77,1750,4.70E-03,3.07,99300,1.00E-04,2.74,53100,2.20E-04,2.96,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.96,1750,4.70E-03,3.15,99300,1.00E-04,2.8,53100,2.20E-04,3.1,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.22,99300,1.00E-04,2.87,53100,2.20E-04,3.07,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.28,99300,1.00E-04,2.91,53100,2.20E-04,3.11,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.36,99300,1.00E-04,2.98,53100,2.20E-04,3.2,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.42,99300,1.00E-04,3.05,53100,2.20E-04,3.23,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.5,99300,1.00E-04,3.11,53100,2.20E-04,3.27,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.58,99300,1.00E-04,3.17,53100,2.20E-04,3.35,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.63,99300,1.00E-04,3.21,53100,2.20E-04,3.44,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.69,99300,1.00E-04,3.28,53100,2.20E-04,3.45,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.77,99300,1.00E-04,3.33,53100,2.20E-04,3.5,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.86,99300,1.00E-04,3.38,53100,2.20E-04,3.53,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.93,99300,1.00E-04,3.45,53100,2.20E-04,3.59,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.01,99300,1.00E-04,3.52,53100,2.20E-04,3.65,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.08,99300,1.00E-04,3.6,53100,2.20E-04,3.72,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.16,99300,1.00E-04,3.67,53100,2.20E-04,3.76,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.27,99300,1.00E-04,3.7,53100,2.20E-04,3.82,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.32,99300,1.00E-04,3.77,53100,2.20E-04,3.9,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.43,99300,1.00E-04,3.79,53100,2.20E-04,3.96,14920,1.00E-03
